id_matricula,id_aluno,id_turma
6594,1152,278
6595,1152,213
6596,1152,217
6597,1153,9
6598,1153,141
6599,1153,209
6600,1153,253
6601,1153,242
6602,1153,65
6603,1153,74
6604,1153,183
6605,1153,244
6606,1153,192
6607,1154,87
6608,1154,131
6609,1154,244
6610,1154,122
6611,1154,263
6612,1154,108
6613,1154,262
6614,1154,279
6615,1154,10
6616,1154,225
6617,1155,91
6618,1155,299
6619,1155,84
6620,1155,280
6621,1155,184
6622,1155,272
6623,1156,47
6624,1156,238
6625,1156,129
6626,1156,39
6627,1156,113
6628,1156,263
6629,1156,228
6630,1157,154
6631,1157,245
6632,1157,275
6633,1157,116
6634,1157,121
6635,1157,292
6636,1157,227
6637,1157,241
6638,1158,127
6639,1158,98
6640,1158,212
6641,1158,7
6642,1158,238
6643,1158,22
6644,1158,23
6645,1158,291
6646,1158,197
6647,1158,144
6648,1159,294
6649,1159,167
6650,1159,111
6651,1159,23
6652,1159,180
6653,1159,92
6654,1159,159
6655,1159,232
6656,1159,278
6657,1160,282
6658,1160,297
6659,1160,250
6660,1160,246
6661,1160,63
6662,1160,136
6663,1160,294
6664,1160,19
6665,1160,11
6666,1161,196
6667,1161,83
6668,1161,194
6669,1161,54
6670,1161,190
6671,1161,93
6672,1161,181
6673,1161,154
6674,1161,195
6675,1161,107
6676,1162,294
6677,1162,271
6678,1162,272
6679,1162,119
6680,1162,291
6681,1162,44
6682,1162,57
6683,1163,224
6684,1163,34
6685,1163,267
6686,1163,193
6687,1163,91
6688,1163,48
6689,1163,110
6690,1163,202
6691,1164,240
6692,1164,286
6693,1164,136
6694,1164,92
6695,1164,290
6696,1164,168
6697,1164,130
6698,1164,150
6699,1165,141
6700,1165,89
6701,1165,140
6702,1165,146
6703,1165,77
6704,1165,83
6705,1165,236
6706,1165,204
6707,1165,138
6708,1166,215
6709,1166,252
6710,1166,79
6711,1166,170
6712,1166,243
6713,1166,89
6714,1166,144
6715,1167,140
6716,1167,108
6717,1167,263
6718,1167,279
6719,1167,9
6720,1167,17
6721,1168,246
6722,1168,25
6723,1168,132
6724,1168,193
6725,1168,147
6726,1168,67
6727,1168,297
6728,1169,245
6729,1169,83
6730,1169,75
6731,1169,236
6732,1169,172
6733,1169,169
6734,1169,272
6735,1169,290
6736,1169,155
6737,1170,95
6738,1170,213
6739,1170,145
6740,1170,43
6741,1170,11
6742,1170,243
6743,1170,292
6744,1170,193
6745,1170,128
6746,1171,233
6747,1171,199
6748,1171,267
6749,1171,23
6750,1171,42
6751,1171,3
6752,1171,215
6753,1172,35
6754,1172,260
6755,1172,146
6756,1172,10
6757,1172,124
6758,1172,117
6759,1173,258
6760,1173,126
6761,1173,102
6762,1173,139
6763,1173,66
6764,1173,285
6765,1174,110
6766,1174,156
6767,1174,66
6768,1174,113
6769,1174,132
6770,1174,43
6771,1174,286
6772,1174,143
6773,1174,83
6774,1174,190
6775,1175,61
6776,1175,134
6777,1175,17
6778,1175,184
6779,1175,187
6780,1175,296
6781,1176,185
6782,1176,188
6783,1176,29
6784,1176,167
6785,1176,198
6786,1176,38
6787,1176,256
6788,1176,281
6789,1176,203
6790,1177,97
6791,1177,115
6792,1177,188
6793,1177,197
6794,1177,53
6795,1177,278
6796,1178,137
6797,1178,236
6798,1178,80
6799,1178,169
6800,1178,111
6801,1178,183
6802,1179,57
6803,1179,27
6804,1179,103
6805,1179,228
6806,1179,123
6807,1179,194
6808,1180,169
6809,1180,197
6810,1180,94
6811,1180,223
6812,1180,110
6813,1180,80
6814,1180,65
6815,1180,300
6816,1181,219
6817,1181,256
6818,1181,273
6819,1181,9
6820,1181,231
6821,1181,94
6822,1181,285
6823,1181,95
6824,1181,286
6825,1181,213
6826,1182,159
6827,1182,224
6828,1182,208
6829,1182,157
6830,1182,44
6831,1182,217
6832,1183,290
6833,1183,142
6834,1183,64
6835,1183,201
6836,1183,237
6837,1183,78
6838,1184,29
6839,1184,221
6840,1184,234
6841,1184,138
6842,1184,144
6843,1184,281
6844,1185,65
6845,1185,72
6846,1185,228
6847,1185,196
6848,1185,119
6849,1185,238
6850,1185,176
6851,1185,281
6852,1185,116
6853,1185,3
6854,1186,198
6855,1186,187
6856,1186,229
6857,1186,294
6858,1186,278
6859,1186,281
6860,1186,113
6861,1186,98
6862,1187,99
6863,1187,140
6864,1187,33
6865,1187,136
6866,1187,283
6867,1187,156
6868,1188,245
6869,1188,98
6870,1188,111
6871,1188,293
6872,1188,47
6873,1188,15
6874,1189,270
6875,1189,266
6876,1189,98
6877,1189,30
6878,1189,169
6879,1189,233
6880,1189,204
6881,1189,149
6882,1189,173
6883,1189,47
6884,1190,116
6885,1190,204
6886,1190,99
6887,1190,195
6888,1190,157
6889,1190,212
6890,1190,293
6891,1190,126
6892,1190,139
6893,1191,98
6894,1191,136
6895,1191,243
6896,1191,176
6897,1191,190
6898,1191,126
6899,1191,66
6900,1191,257
6901,1191,188
6902,1191,92
6903,1192,46
6904,1192,150
6905,1192,261
6906,1192,287
6907,1192,111
6908,1192,25
6909,1193,293
6910,1193,275
6911,1193,81
6912,1193,94
6913,1193,120
6914,1193,85
6915,1194,154
6916,1194,261
6917,1194,285
6918,1194,182
6919,1194,237
6920,1194,32
6921,1194,29
6922,1194,4
6923,1194,116
6924,1195,86
6925,1195,225
6926,1195,41
6927,1195,55
6928,1195,4
6929,1195,279
6930,1195,113
6931,1195,74
6932,1196,230
6933,1196,296
6934,1196,41
6935,1196,14
6936,1196,21
6937,1196,233
6938,1196,89
6939,1197,23
6940,1197,50
6941,1197,206
6942,1197,99
6943,1197,113
6944,1197,126
6945,1197,245
6946,1197,195
6947,1198,170
6948,1198,213
6949,1198,11
6950,1198,14
6951,1198,144
6952,1198,247
6953,1199,210
6954,1199,259
6955,1199,78
6956,1199,62
6957,1199,205
6958,1199,265
6959,1199,257
6960,1199,293
6961,1200,130
6962,1200,286
6963,1200,172
6964,1200,192
6965,1200,162
6966,1200,184
6967,1201,125
6968,1201,185
6969,1201,41
6970,1201,204
6971,1201,180
6972,1201,21
6973,1202,183
6974,1202,194
6975,1202,164
6976,1202,33
6977,1202,283
6978,1202,169
6979,1202,16
6980,1202,9
6981,1202,84
6982,1202,38
6983,1203,280
6984,1203,141
6985,1203,223
6986,1203,92
6987,1203,242
6988,1203,246
6989,1204,275
6990,1204,241
6991,1204,169
6992,1204,214
6993,1204,264
6994,1204,263
6995,1204,171
6996,1204,211
6997,1204,136
6998,1205,44
6999,1205,230
7000,1205,33
7001,1205,223
7002,1205,47
7003,1205,291
7004,1205,21
7005,1205,209
7006,1205,78
7007,1205,233
7008,1206,104
7009,1206,70
7010,1206,150
7011,1206,139
7012,1206,85
7013,1206,298
7014,1206,257
7015,1206,125
7016,1206,277
7017,1206,107
7018,1207,87
7019,1207,79
7020,1207,39
7021,1207,294
7022,1207,83
7023,1207,162
7024,1208,286
7025,1208,19
7026,1208,109
7027,1208,216
7028,1208,133
7029,1208,203
7030,1208,82
7031,1209,77
7032,1209,100
7033,1209,259
7034,1209,15
7035,1209,140
7036,1209,152
7037,1209,207
7038,1209,123
7039,1209,154
7040,1209,201
7041,1210,86
7042,1210,291
7043,1210,147
7044,1210,92
7045,1210,37
7046,1210,165
7047,1210,134
7048,1210,183
7049,1210,295
7050,1211,216
7051,1211,122
7052,1211,276
7053,1211,32
7054,1211,92
7055,1211,152
7056,1211,145
7057,1212,273
7058,1212,34
7059,1212,133
7060,1212,39
7061,1212,116
7062,1212,253
7063,1212,216
7064,1213,280
7065,1213,113
7066,1213,287
7067,1213,100
7068,1213,11
7069,1213,209
7070,1214,13
7071,1214,269
7072,1214,185
7073,1214,75
7074,1214,141
7075,1214,46
7076,1214,290
7077,1215,206
7078,1215,223
7079,1215,212
7080,1215,282
7081,1215,144
7082,1215,93
7083,1215,163
7084,1215,214
7085,1215,105
7086,1216,73
7087,1216,252
7088,1216,107
7089,1216,242
7090,1216,47
7091,1216,172
7092,1216,59
7093,1216,300
7094,1217,270
7095,1217,41
7096,1217,21
7097,1217,234
7098,1217,54
7099,1217,212
7100,1217,86
7101,1218,199
7102,1218,275
7103,1218,10
7104,1218,247
7105,1218,21
7106,1218,123
7107,1218,110
7108,1218,166
7109,1219,235
7110,1219,103
7111,1219,177
7112,1219,117
7113,1219,195
7114,1219,112
7115,1220,267
7116,1220,74
7117,1220,212
7118,1220,232
7119,1220,148
7120,1220,38
7121,1220,169
7122,1220,248
7123,1220,185
7124,1221,126
7125,1221,75
7126,1221,93
7127,1221,221
7128,1221,264
7129,1221,274
7130,1221,127
7131,1222,133
7132,1222,215
7133,1222,143
7134,1222,13
7135,1222,60
7136,1222,28
7137,1222,233
7138,1223,210
7139,1223,285
7140,1223,38
7141,1223,226
7142,1223,189
7143,1223,82
7144,1223,165
7145,1223,223
7146,1223,288
7147,1223,293
7148,1224,271
7149,1224,265
7150,1224,149
7151,1224,86
7152,1224,266
7153,1224,291
7154,1224,249
7155,1224,151
7156,1225,294
7157,1225,10
7158,1225,226
7159,1225,100
7160,1225,148
7161,1225,157
7162,1225,28
7163,1225,19
7164,1225,137
7165,1226,56
7166,1226,162
7167,1226,163
7168,1226,253
7169,1226,196
7170,1226,214
7171,1227,49
7172,1227,35
7173,1227,17
7174,1227,272
7175,1227,245
7176,1227,144
7177,1227,196
7178,1227,12
7179,1228,258
7180,1228,111
7181,1228,130
7182,1228,84
7183,1228,98
7184,1228,202
7185,1228,135
7186,1229,198
7187,1229,273
7188,1229,272
7189,1229,44
7190,1229,236
7191,1229,132
7192,1229,56
7193,1229,287
7194,1230,245
7195,1230,88
7196,1230,298
7197,1230,15
7198,1230,228
7199,1230,200
7200,1230,276
7201,1231,55
7202,1231,228
7203,1231,91
7204,1231,132
7205,1231,42
7206,1231,67
7207,1231,269
7208,1232,145
7209,1232,63
7210,1232,16
7211,1232,206
7212,1232,219
7213,1232,129
7214,1232,247
7215,1232,140
7216,1232,289
7217,1233,129
7218,1233,93
7219,1233,133
7220,1233,141
7221,1233,214
7222,1233,27
7223,1233,170
7224,1233,88
7225,1234,134
7226,1234,13
7227,1234,214
7228,1234,120
7229,1234,191
7230,1234,43
7231,1234,275
7232,1234,96
7233,1235,163
7234,1235,264
7235,1235,7
7236,1235,61
7237,1235,110
7238,1235,168
7239,1235,118
7240,1235,215
7241,1236,262
7242,1236,3
7243,1236,206
7244,1236,251
7245,1236,91
7246,1236,117
7247,1237,289
7248,1237,191
7249,1237,282
7250,1237,25
7251,1237,40
7252,1237,81
7253,1237,231
7254,1237,272
7255,1237,234
7256,1238,124
7257,1238,99
7258,1238,71
7259,1238,6
7260,1238,13
7261,1238,274
7262,1238,57
7263,1239,126
7264,1239,45
7265,1239,13
7266,1239,106
7267,1239,160
7268,1239,146
7269,1239,285
7270,1239,300
7271,1240,155
7272,1240,29
7273,1240,19
7274,1240,118
7275,1240,61
7276,1240,143
7277,1240,186
7278,1240,66
7279,1241,217
7280,1241,200
7281,1241,165
7282,1241,60
7283,1241,112
7284,1241,36
7285,1241,222
7286,1241,20
7287,1241,121
7288,1241,214
7289,1242,51
7290,1242,97
7291,1242,256
7292,1242,16
7293,1242,220
7294,1242,106
7295,1242,111
7296,1242,21
7297,1242,159
7298,1243,121
7299,1243,162
7300,1243,187
7301,1243,145
7302,1243,124
7303,1243,175
7304,1243,118
7305,1243,223
7306,1243,116
7307,1244,282
7308,1244,65
7309,1244,243
7310,1244,148
7311,1244,244
7312,1244,279
7313,1244,249
7314,1244,112
7315,1244,49
7316,1244,198
7317,1245,54
7318,1245,1
7319,1245,88
7320,1245,63
7321,1245,281
7322,1245,53
7323,1245,287
7324,1246,282
7325,1246,109
7326,1246,279
7327,1246,236
7328,1246,80
7329,1246,171
7330,1246,82
7331,1247,17
7332,1247,288
7333,1247,161
7334,1247,31
7335,1247,78
7336,1247,259
7337,1247,44
7338,1247,47
7339,1248,205
7340,1248,84
7341,1248,166
7342,1248,78
7343,1248,215
7344,1248,76
7345,1248,25
7346,1249,176
7347,1249,266
7348,1249,169
7349,1249,23
7350,1249,232
7351,1249,153
7352,1249,65
7353,1249,203
7354,1250,62
7355,1250,14
7356,1250,81
7357,1250,96
7358,1250,256
7359,1250,118
7360,1250,75
7361,1251,205
7362,1251,211
7363,1251,41
7364,1251,62
7365,1251,88
7366,1251,261
7367,1252,146
7368,1252,261
7369,1252,292
7370,1252,152
7371,1252,181
7372,1252,35
7373,1252,182
7374,1252,159
7375,1252,126
7376,1252,185
7377,1253,290
7378,1253,292
7379,1253,68
7380,1253,186
7381,1253,2
7382,1253,56
7383,1253,191
7384,1254,258
7385,1254,113
7386,1254,132
7387,1254,52
7388,1254,131
7389,1254,265
7390,1254,20
7391,1255,226
7392,1255,248
7393,1255,264
7394,1255,270
7395,1255,52
7396,1255,104
7397,1255,127
7398,1255,215
7399,1255,194
7400,1255,138
7401,1256,17
7402,1256,241
7403,1256,97
7404,1256,182
7405,1256,145
7406,1256,120
7407,1256,25
7408,1256,114
7409,1257,116
7410,1257,237
7411,1257,33
7412,1257,25
7413,1257,125
7414,1257,147
7415,1257,292
7416,1258,140
7417,1258,25
7418,1258,240
7419,1258,288
7420,1258,298
7421,1258,215
7422,1258,289
7423,1258,213
7424,1258,109
7425,1259,188
7426,1259,252
7427,1259,286
7428,1259,287
7429,1259,150
7430,1259,110
7431,1260,78
7432,1260,2
7433,1260,181
7434,1260,232
7435,1260,202
7436,1260,80
7437,1261,10
7438,1261,233
7439,1261,168
7440,1261,190
7441,1261,1
7442,1261,281
7443,1261,25
7444,1261,66
7445,1262,166
7446,1262,250
7447,1262,261
7448,1262,84
7449,1262,71
7450,1262,115
7451,1262,155
7452,1262,3
7453,1262,243
7454,1262,118
7455,1263,248
7456,1263,87
7457,1263,107
7458,1263,49
7459,1263,257
7460,1263,33
7461,1263,160
7462,1263,221
7463,1263,75
7464,1264,227
7465,1264,179
7466,1264,24
7467,1264,282
7468,1264,114
7469,1264,55
7470,1265,154
7471,1265,68
7472,1265,144
7473,1265,218
7474,1265,167
7475,1265,180
7476,1265,47
7477,1265,241
7478,1266,97
7479,1266,61
7480,1266,277
7481,1266,92
7482,1266,23
7483,1266,256
7484,1266,36
7485,1266,246
7486,1266,33
7487,1267,260
7488,1267,225
7489,1267,184
7490,1267,224
7491,1267,62
7492,1267,35
7493,1268,93
7494,1268,166
7495,1268,155
7496,1268,117
7497,1268,11
7498,1268,190
7499,1268,275
7500,1268,14
7501,1268,181
7502,1269,204
7503,1269,47
7504,1269,170
7505,1269,52
7506,1269,234
7507,1269,177
7508,1269,223
7509,1269,256
7510,1270,238
7511,1270,129
7512,1270,38
7513,1270,78
7514,1270,229
7515,1270,197
7516,1270,109
7517,1271,164
7518,1271,267
7519,1271,15
7520,1271,26
7521,1271,155
7522,1271,215
7523,1271,174
7524,1271,124
7525,1271,105
7526,1272,191
7527,1272,296
7528,1272,273
7529,1272,30
7530,1272,69
7531,1272,51
7532,1272,288
7533,1272,283
7534,1272,165
7535,1272,130
7536,1273,38
7537,1273,20
7538,1273,229
7539,1273,112
7540,1273,110
7541,1273,181
7542,1274,146
7543,1274,86
7544,1274,234
7545,1274,119
7546,1274,38
7547,1274,236
7548,1274,76
7549,1274,293
7550,1274,148
7551,1275,69
7552,1275,27
7553,1275,86
7554,1275,108
7555,1275,186
7556,1275,237
7557,1275,32
7558,1276,194
7559,1276,223
7560,1276,197
7561,1276,115
7562,1276,261
7563,1276,108
7564,1276,218
7565,1276,236
7566,1277,281
7567,1277,8
7568,1277,91
7569,1277,51
7570,1277,69
7571,1277,20
7572,1277,112
7573,1277,155
7574,1278,104
7575,1278,24
7576,1278,114
7577,1278,184
7578,1278,240
7579,1278,18
7580,1278,270
7581,1278,178
7582,1278,136
7583,1278,23
7584,1279,54
7585,1279,200
7586,1279,63
7587,1279,169
7588,1279,21
7589,1279,295
7590,1279,49
7591,1279,117
7592,1279,153
7593,1279,65
7594,1280,282
7595,1280,213
7596,1280,293
7597,1280,53
7598,1280,185
7599,1280,157
7600,1280,29
7601,1280,56
7602,1280,65
7603,1281,265
7604,1281,81
7605,1281,69
7606,1281,185
7607,1281,90
7608,1281,254
7609,1281,255
7610,1282,213
7611,1282,212
7612,1282,186
7613,1282,107
7614,1282,31
7615,1282,30
7616,1282,74
7617,1282,251
7618,1283,291
7619,1283,234
7620,1283,232
7621,1283,206
7622,1283,278
7623,1283,41
7624,1283,228
7625,1284,111
7626,1284,270
7627,1284,289
7628,1284,196
7629,1284,41
7630,1284,287
7631,1284,190
7632,1284,297
7633,1284,201
7634,1285,277
7635,1285,156
7636,1285,26
7637,1285,149
7638,1285,6
7639,1285,40
7640,1286,125
7641,1286,118
7642,1286,15
7643,1286,55
7644,1286,128
7645,1286,58
7646,1286,258
7647,1286,232
7648,1286,113
7649,1286,6
7650,1287,39
7651,1287,246
7652,1287,31
7653,1287,183
7654,1287,230
7655,1287,155
7656,1287,123
7657,1287,242
7658,1288,193
7659,1288,185
7660,1288,45
7661,1288,228
7662,1288,63
7663,1288,294
7664,1289,225
7665,1289,191
7666,1289,217
7667,1289,94
7668,1289,54
7669,1289,277
7670,1290,227
7671,1290,51
7672,1290,160
7673,1290,131
7674,1290,13
7675,1290,6
7676,1290,142
7677,1290,225
7678,1290,106
7679,1290,294
7680,1291,175
7681,1291,117
7682,1291,109
7683,1291,233
7684,1291,192
7685,1291,165
7686,1291,240
7687,1292,283
7688,1292,115
7689,1292,246
7690,1292,165
7691,1292,130
7692,1292,284
7693,1293,4
7694,1293,67
7695,1293,214
7696,1293,293
7697,1293,41
7698,1293,184
7699,1293,42
7700,1293,31
7701,1293,222
7702,1294,176
7703,1294,75
7704,1294,131
7705,1294,285
7706,1294,63
7707,1294,4
7708,1294,157
7709,1294,230
7710,1295,55
7711,1295,114
7712,1295,292
7713,1295,11
7714,1295,183
7715,1295,215
7716,1295,240
7717,1295,41
7718,1296,91
7719,1296,278
7720,1296,120
7721,1296,136
7722,1296,17
7723,1296,288
7724,1296,87
7725,1296,263
7726,1296,194
7727,1296,73
7728,1297,175
7729,1297,128
7730,1297,47
7731,1297,37
7732,1297,173
7733,1297,270
7734,1297,39
7735,1297,235
7736,1297,17
7737,1297,102
7738,1298,199
7739,1298,205
7740,1298,255
7741,1298,177
7742,1298,40
7743,1298,180
7744,1299,1
7745,1299,27
7746,1299,294
7747,1299,205
7748,1299,250
7749,1299,297
7750,1299,209
7751,1300,202
7752,1300,156
7753,1300,258
7754,1300,22
7755,1300,144
7756,1300,128
7757,1301,50
7758,1301,254
7759,1301,129
7760,1301,132
7761,1301,60
7762,1301,46
7763,1302,57
7764,1302,110
7765,1302,89
7766,1302,48
7767,1302,17
7768,1302,186
7769,1302,225
7770,1303,123
7771,1303,193
7772,1303,184
7773,1303,178
7774,1303,272
7775,1303,181
7776,1303,255
7777,1304,141
7778,1304,181
7779,1304,151
7780,1304,50
7781,1304,85
7782,1304,13
7783,1305,216
7784,1305,5
7785,1305,227
7786,1305,166
7787,1305,31
7788,1305,260
7789,1306,80
7790,1306,287
7791,1306,71
7792,1306,156
7793,1306,246
7794,1306,138
7795,1306,40
7796,1306,15
7797,1307,166
7798,1307,174
7799,1307,246
7800,1307,37
7801,1307,145
7802,1307,6
7803,1307,208
7804,1307,36
7805,1308,142
7806,1308,222
7807,1308,189
7808,1308,40
7809,1308,156
7810,1308,105
7811,1308,78
7812,1308,72
7813,1309,258
7814,1309,184
7815,1309,175
7816,1309,29
7817,1309,161
7818,1309,33
7819,1310,190
7820,1310,80
7821,1310,50
7822,1310,299
7823,1310,73
7824,1310,108
7825,1310,6
7826,1311,195
7827,1311,151
7828,1311,193
7829,1311,33
7830,1311,153
7831,1311,29
7832,1311,75
7833,1311,44
7834,1312,218
7835,1312,291
7836,1312,122
7837,1312,87
7838,1312,242
7839,1312,202
7840,1312,77
7841,1312,149
7842,1312,209
7843,1313,22
7844,1313,73
7845,1313,213
7846,1313,156
7847,1313,133
7848,1313,216
7849,1313,43
7850,1314,217
7851,1314,230
7852,1314,168
7853,1314,117
7854,1314,239
7855,1314,30
7856,1314,300
7857,1314,34
7858,1314,94
7859,1315,290
7860,1315,55
7861,1315,235
7862,1315,142
7863,1315,13
7864,1315,20
7865,1315,293
7866,1316,255
7867,1316,38
7868,1316,234
7869,1316,280
7870,1316,155
7871,1316,19
7872,1316,15
7873,1316,51
7874,1317,228
7875,1317,116
7876,1317,247
7877,1317,86
7878,1317,2
7879,1317,262
7880,1317,32
7881,1318,210
7882,1318,271
7883,1318,103
7884,1318,191
7885,1318,155
7886,1318,288
7887,1319,171
7888,1319,238
7889,1319,260
7890,1319,163
7891,1319,86
7892,1319,38
7893,1319,166
7894,1320,286
7895,1320,245
7896,1320,131
7897,1320,75
7898,1320,67
7899,1320,163
7900,1321,254
7901,1321,20
7902,1321,174
7903,1321,260
7904,1321,67
7905,1321,266
7906,1321,167
7907,1322,236
7908,1322,83
7909,1322,280
7910,1322,150
7911,1322,165
7912,1322,33
7913,1323,4
7914,1323,187
7915,1323,242
7916,1323,108
7917,1323,279
7918,1323,199
7919,1323,282
7920,1324,197
7921,1324,176
7922,1324,257
7923,1324,210
7924,1324,109
7925,1324,217
7926,1325,60
7927,1325,288
7928,1325,226
7929,1325,140
7930,1325,130
7931,1325,105
7932,1325,185
7933,1325,244
7934,1326,244
7935,1326,215
7936,1326,184
7937,1326,218
7938,1326,290
7939,1326,258
7940,1326,15
7941,1326,3
7942,1326,278
7943,1327,63
7944,1327,123
7945,1327,112
7946,1327,53
7947,1327,275
7948,1327,6
7949,1327,286
7950,1327,224
7951,1327,70
7952,1328,42
7953,1328,166
7954,1328,209
7955,1328,19
7956,1328,103
7957,1328,14
7958,1328,211
7959,1329,24
7960,1329,236
7961,1329,89
7962,1329,165
7963,1329,155
7964,1329,264
7965,1330,147
7966,1330,4
7967,1330,118
7968,1330,120
7969,1330,79
7970,1330,11
7971,1330,8
7972,1330,229
7973,1330,26
7974,1330,27
7975,1331,164
7976,1331,196
7977,1331,124
7978,1331,26
7979,1331,269
7980,1331,160
7981,1331,15
7982,1331,126
7983,1331,223
7984,1331,139
7985,1332,209
7986,1332,200
7987,1332,215
7988,1332,27
7989,1332,119
7990,1332,20
7991,1332,80
7992,1332,92
7993,1333,193
7994,1333,84
7995,1333,72
7996,1333,227
7997,1333,106
7998,1333,131
7999,1333,286
8000,1334,31
8001,1334,60
8002,1334,8
8003,1334,196
8004,1334,162
8005,1334,198
8006,1335,132
8007,1335,173
8008,1335,293
8009,1335,106
8010,1335,163
8011,1335,107
8012,1335,50
8013,1336,55
8014,1336,157
8015,1336,224
8016,1336,174
8017,1336,258
8018,1336,249
8019,1336,20
8020,1336,59
8021,1336,11
8022,1337,142
8023,1337,197
8024,1337,300
8025,1337,124
8026,1337,187
8027,1337,255
8028,1337,257
8029,1338,55
8030,1338,230
8031,1338,270
8032,1338,85
8033,1338,282
8034,1338,132
8035,1339,163
8036,1339,16
8037,1339,136
8038,1339,238
8039,1339,268
8040,1339,60
8041,1339,254
8042,1339,169
8043,1340,241
8044,1340,298
8045,1340,178
8046,1340,273
8047,1340,229
8048,1340,111
8049,1340,166
8050,1340,211
8051,1340,180
8052,1340,256
8053,1341,87
8054,1341,69
8055,1341,228
8056,1341,53
8057,1341,162
8058,1341,115
8059,1341,127
8060,1341,270
8061,1341,52
8062,1341,50
8063,1342,84
8064,1342,203
8065,1342,222
8066,1342,196
8067,1342,150
8068,1342,238
8069,1342,28
8070,1342,60
8071,1342,246
8072,1342,275
8073,1343,45
8074,1343,237
8075,1343,14
8076,1343,11
8077,1343,275
8078,1343,145
8079,1343,91
8080,1344,9
8081,1344,254
8082,1344,140
8083,1344,213
8084,1344,11
8085,1344,224
8086,1344,298
8087,1344,4
8088,1344,104
8089,1345,46
8090,1345,147
8091,1345,69
8092,1345,234
8093,1345,25
8094,1345,296
8095,1345,273
8096,1345,44
8097,1346,60
8098,1346,156
8099,1346,233
8100,1346,286
8101,1346,106
8102,1346,57
8103,1346,43
8104,1346,288
8105,1346,181
8106,1346,105
8107,1347,101
8108,1347,117
8109,1347,158
8110,1347,296
8111,1347,270
8112,1347,21
8113,1347,61
8114,1348,66
8115,1348,206
8116,1348,207
8117,1348,229
8118,1348,263
8119,1348,68
8120,1348,150
8121,1348,115
8122,1348,101
8123,1349,19
8124,1349,84
8125,1349,179
8126,1349,99
8127,1349,114
8128,1349,212
8129,1349,24
8130,1350,133
8131,1350,222
8132,1350,100
8133,1350,49
8134,1350,86
8135,1350,130
8136,1350,76
8137,1350,166
8138,1351,103
8139,1351,260
8140,1351,159
8141,1351,172
8142,1351,41
8143,1351,118
8144,1351,13
8145,1351,228
8146,1352,63
8147,1352,35
8148,1352,272
8149,1352,44
8150,1352,98
8151,1352,152
8152,1352,226
8153,1352,176
8154,1352,12
8155,1353,82
8156,1353,238
8157,1353,163
8158,1353,193
8159,1353,201
8160,1353,297
8161,1353,71
8162,1354,253
8163,1354,149
8164,1354,135
8165,1354,209
8166,1354,220
8167,1354,206
8168,1354,231
8169,1354,12
8170,1355,17
8171,1355,286
8172,1355,154
8173,1355,212
8174,1355,132
8175,1355,173
8176,1356,275
8177,1356,100
8178,1356,65
8179,1356,193
8180,1356,140
8181,1356,104
8182,1356,208
8183,1356,284
8184,1356,153
8185,1357,132
8186,1357,197
8187,1357,287
8188,1357,231
8189,1357,39
8190,1357,96
8191,1357,269
8192,1357,188
8193,1358,18
8194,1358,134
8195,1358,76
8196,1358,96
8197,1358,186
8198,1358,85
8199,1358,275
8200,1359,207
8201,1359,145
8202,1359,34
8203,1359,126
8204,1359,14
8205,1359,63
8206,1360,134
8207,1360,166
8208,1360,109
8209,1360,288
8210,1360,216
8211,1360,43
8212,1361,222
8213,1361,49
8214,1361,262
8215,1361,144
8216,1361,20
8217,1361,264
8218,1361,42
8219,1361,197
8220,1361,64
8221,1362,47
8222,1362,295
8223,1362,88
8224,1362,145
8225,1362,101
8226,1362,148
8227,1362,238
8228,1362,207
8229,1363,137
8230,1363,50
8231,1363,21
8232,1363,201
8233,1363,197
8234,1363,31
8235,1363,213
8236,1364,251
8237,1364,216
8238,1364,148
8239,1364,291
8240,1364,180
8241,1364,69
8242,1364,279
8243,1364,80
8244,1364,89
8245,1365,250
8246,1365,14
8247,1365,112
8248,1365,6
8249,1365,137
8250,1365,36
8251,1365,58
8252,1365,162
8253,1365,160
8254,1366,240
8255,1366,176
8256,1366,9
8257,1366,228
8258,1366,226
8259,1366,147
8260,1366,179
8261,1367,270
8262,1367,272
8263,1367,1
8264,1367,11
8265,1367,204
8266,1367,7
8267,1367,30
8268,1367,147
8269,1367,174
8270,1367,170
8271,1368,118
8272,1368,29
8273,1368,273
8274,1368,285
8275,1368,133
8276,1368,231
8277,1368,78
8278,1368,44
8279,1369,58
8280,1369,61
8281,1369,214
8282,1369,294
8283,1369,24
8284,1369,234
8285,1370,282
8286,1370,102
8287,1370,69
8288,1370,283
8289,1370,257
8290,1370,70
8291,1370,267
8292,1370,245
8293,1370,236
8294,1370,299
8295,1371,54
8296,1371,47
8297,1371,98
8298,1371,205
8299,1371,44
8300,1371,169
8301,1372,80
8302,1372,172
8303,1372,84
8304,1372,181
8305,1372,161
8306,1372,222
8307,1372,75
8308,1372,30
8309,1372,51
8310,1373,216
8311,1373,261
8312,1373,154
8313,1373,202
8314,1373,155
8315,1373,270
8316,1374,175
8317,1374,154
8318,1374,137
8319,1374,238
8320,1374,215
8321,1374,214
8322,1374,5
8323,1374,194
8324,1374,57
8325,1375,133
8326,1375,82
8327,1375,141
8328,1375,143
8329,1375,112
8330,1375,72
8331,1375,194
8332,1376,123
8333,1376,78
8334,1376,168
8335,1376,134
8336,1376,70
8337,1376,211
8338,1376,175
8339,1376,192
8340,1377,257
