frequencia_id,matricula_id,data_aula,status
12676,2536,2025-09-10,Presente
12677,2536,2025-09-03,Presente
12678,2536,2025-08-27,Falta
12679,2536,2025-08-20,Falta
12680,2536,2025-08-13,Presente
12681,2537,2025-09-10,Presente
12682,2537,2025-09-03,Falta
12683,2537,2025-08-27,Presente
12684,2537,2025-08-20,Presente
12685,2537,2025-08-13,Presente
12686,2538,2025-09-10,Presente
12687,2538,2025-09-03,Falta
12688,2538,2025-08-27,Presente
12689,2538,2025-08-20,Presente
12690,2538,2025-08-13,Falta
12691,2539,2025-09-10,Presente
12692,2539,2025-09-03,Presente
12693,2539,2025-08-27,Presente
12694,2539,2025-08-20,Presente
12695,2539,2025-08-13,Presente
12696,2540,2025-09-10,Presente
12697,2540,2025-09-03,Presente
12698,2540,2025-08-27,Presente
12699,2540,2025-08-20,Presente
12700,2540,2025-08-13,Falta
12701,2541,2025-09-10,Presente
12702,2541,2025-09-03,Presente
12703,2541,2025-08-27,Falta
12704,2541,2025-08-20,Presente
12705,2541,2025-08-13,Presente
12706,2542,2025-09-10,Presente
12707,2542,2025-09-03,Presente
12708,2542,2025-08-27,Presente
12709,2542,2025-08-20,Presente
12710,2542,2025-08-13,Presente
12711,2543,2025-09-10,Presente
12712,2543,2025-09-03,Presente
12713,2543,2025-08-27,Presente
12714,2543,2025-08-20,Presente
12715,2543,2025-08-13,Presente
12716,2544,2025-09-10,Presente
12717,2544,2025-09-03,Presente
12718,2544,2025-08-27,Presente
12719,2544,2025-08-20,Presente
12720,2544,2025-08-13,Presente
12721,2545,2025-09-10,Presente
12722,2545,2025-09-03,Presente
12723,2545,2025-08-27,Falta
12724,2545,2025-08-20,Presente
12725,2545,2025-08-13,Presente
12726,2546,2025-09-10,Presente
12727,2546,2025-09-03,Presente
12728,2546,2025-08-27,Presente
12729,2546,2025-08-20,Presente
12730,2546,2025-08-13,Presente
12731,2547,2025-09-10,Presente
12732,2547,2025-09-03,Presente
12733,2547,2025-08-27,Presente
12734,2547,2025-08-20,Presente
12735,2547,2025-08-13,Presente
12736,2548,2025-09-10,Falta
12737,2548,2025-09-03,Presente
12738,2548,2025-08-27,Presente
12739,2548,2025-08-20,Presente
12740,2548,2025-08-13,Presente
12741,2549,2025-09-10,Presente
12742,2549,2025-09-03,Presente
12743,2549,2025-08-27,Presente
12744,2549,2025-08-20,Falta
12745,2549,2025-08-13,Presente
12746,2550,2025-09-10,Presente
12747,2550,2025-09-03,Presente
12748,2550,2025-08-27,Presente
12749,2550,2025-08-20,Presente
12750,2550,2025-08-13,Presente
12751,2551,2025-09-10,Presente
12752,2551,2025-09-03,Presente
12753,2551,2025-08-27,Presente
12754,2551,2025-08-20,Presente
12755,2551,2025-08-13,Presente
12756,2552,2025-09-10,Presente
12757,2552,2025-09-03,Presente
12758,2552,2025-08-27,Presente
12759,2552,2025-08-20,Presente
12760,2552,2025-08-13,Presente
12761,2553,2025-09-10,Presente
12762,2553,2025-09-03,Presente
12763,2553,2025-08-27,Presente
12764,2553,2025-08-20,Presente
12765,2553,2025-08-13,Falta
12766,2554,2025-09-10,Presente
12767,2554,2025-09-03,Presente
12768,2554,2025-08-27,Presente
12769,2554,2025-08-20,Presente
12770,2554,2025-08-13,Presente
12771,2555,2025-09-10,Presente
12772,2555,2025-09-03,Falta
12773,2555,2025-08-27,Presente
12774,2555,2025-08-20,Presente
12775,2555,2025-08-13,Falta
12776,2556,2025-09-10,Presente
12777,2556,2025-09-03,Presente
12778,2556,2025-08-27,Presente
12779,2556,2025-08-20,Presente
12780,2556,2025-08-13,Falta
12781,2557,2025-09-10,Falta
12782,2557,2025-09-03,Presente
12783,2557,2025-08-27,Presente
12784,2557,2025-08-20,Presente
12785,2557,2025-08-13,Presente
12786,2558,2025-09-10,Presente
12787,2558,2025-09-03,Presente
12788,2558,2025-08-27,Presente
12789,2558,2025-08-20,Presente
12790,2558,2025-08-13,Presente
12791,2559,2025-09-10,Presente
12792,2559,2025-09-03,Presente
12793,2559,2025-08-27,Presente
12794,2559,2025-08-20,Presente
12795,2559,2025-08-13,Presente
12796,2560,2025-09-10,Presente
12797,2560,2025-09-03,Falta
12798,2560,2025-08-27,Presente
12799,2560,2025-08-20,Falta
12800,2560,2025-08-13,Presente
12801,2561,2025-09-10,Presente
12802,2561,2025-09-03,Presente
12803,2561,2025-08-27,Falta
12804,2561,2025-08-20,Presente
12805,2561,2025-08-13,Presente
12806,2562,2025-09-10,Presente
12807,2562,2025-09-03,Falta
12808,2562,2025-08-27,Presente
12809,2562,2025-08-20,Falta
12810,2562,2025-08-13,Presente
12811,2563,2025-09-10,Presente
12812,2563,2025-09-03,Presente
12813,2563,2025-08-27,Presente
12814,2563,2025-08-20,Presente
12815,2563,2025-08-13,Presente
12816,2564,2025-09-10,Presente
12817,2564,2025-09-03,Presente
12818,2564,2025-08-27,Presente
12819,2564,2025-08-20,Presente
12820,2564,2025-08-13,Presente
12821,2565,2025-09-10,Falta
12822,2565,2025-09-03,Presente
12823,2565,2025-08-27,Presente
12824,2565,2025-08-20,Presente
12825,2565,2025-08-13,Presente
12826,2566,2025-09-10,Falta
12827,2566,2025-09-03,Presente
12828,2566,2025-08-27,Presente
12829,2566,2025-08-20,Presente
12830,2566,2025-08-13,Presente
12831,2567,2025-09-10,Presente
12832,2567,2025-09-03,Presente
12833,2567,2025-08-27,Presente
12834,2567,2025-08-20,Presente
12835,2567,2025-08-13,Presente
12836,2568,2025-09-10,Presente
12837,2568,2025-09-03,Presente
12838,2568,2025-08-27,Presente
12839,2568,2025-08-20,Presente
12840,2568,2025-08-13,Presente
12841,2569,2025-09-10,Presente
12842,2569,2025-09-03,Presente
12843,2569,2025-08-27,Falta
12844,2569,2025-08-20,Presente
12845,2569,2025-08-13,Presente
12846,2570,2025-09-10,Falta
12847,2570,2025-09-03,Falta
12848,2570,2025-08-27,Falta
12849,2570,2025-08-20,Presente
12850,2570,2025-08-13,Falta
12851,2571,2025-09-10,Presente
12852,2571,2025-09-03,Presente
12853,2571,2025-08-27,Presente
12854,2571,2025-08-20,Presente
12855,2571,2025-08-13,Falta
12856,2572,2025-09-10,Presente
12857,2572,2025-09-03,Presente
12858,2572,2025-08-27,Presente
12859,2572,2025-08-20,Presente
12860,2572,2025-08-13,Presente
12861,2573,2025-09-10,Presente
12862,2573,2025-09-03,Falta
12863,2573,2025-08-27,Presente
12864,2573,2025-08-20,Falta
12865,2573,2025-08-13,Presente
12866,2574,2025-09-10,Presente
12867,2574,2025-09-03,Falta
12868,2574,2025-08-27,Presente
12869,2574,2025-08-20,Presente
12870,2574,2025-08-13,Presente
12871,2575,2025-09-10,Presente
12872,2575,2025-09-03,Presente
12873,2575,2025-08-27,Presente
12874,2575,2025-08-20,Falta
12875,2575,2025-08-13,Presente
12876,2576,2025-09-10,Presente
12877,2576,2025-09-03,Presente
12878,2576,2025-08-27,Presente
12879,2576,2025-08-20,Presente
12880,2576,2025-08-13,Presente
12881,2577,2025-09-10,Presente
12882,2577,2025-09-03,Presente
12883,2577,2025-08-27,Presente
12884,2577,2025-08-20,Presente
12885,2577,2025-08-13,Presente
12886,2578,2025-09-10,Presente
12887,2578,2025-09-03,Presente
12888,2578,2025-08-27,Presente
12889,2578,2025-08-20,Presente
12890,2578,2025-08-13,Falta
12891,2579,2025-09-10,Presente
12892,2579,2025-09-03,Presente
12893,2579,2025-08-27,Presente
12894,2579,2025-08-20,Presente
12895,2579,2025-08-13,Presente
12896,2580,2025-09-10,Presente
12897,2580,2025-09-03,Presente
12898,2580,2025-08-27,Falta
12899,2580,2025-08-20,Presente
12900,2580,2025-08-13,Presente
12901,2581,2025-09-10,Presente
12902,2581,2025-09-03,Presente
12903,2581,2025-08-27,Presente
12904,2581,2025-08-20,Presente
12905,2581,2025-08-13,Presente
12906,2582,2025-09-10,Presente
12907,2582,2025-09-03,Presente
12908,2582,2025-08-27,Presente
12909,2582,2025-08-20,Presente
12910,2582,2025-08-13,Presente
12911,2583,2025-09-10,Presente
12912,2583,2025-09-03,Presente
12913,2583,2025-08-27,Presente
12914,2583,2025-08-20,Presente
12915,2583,2025-08-13,Presente
12916,2584,2025-09-10,Presente
12917,2584,2025-09-03,Presente
12918,2584,2025-08-27,Presente
12919,2584,2025-08-20,Presente
12920,2584,2025-08-13,Presente
12921,2585,2025-09-10,Presente
12922,2585,2025-09-03,Presente
12923,2585,2025-08-27,Presente
12924,2585,2025-08-20,Presente
12925,2585,2025-08-13,Presente
12926,2586,2025-09-10,Presente
12927,2586,2025-09-03,Presente
12928,2586,2025-08-27,Presente
12929,2586,2025-08-20,Presente
12930,2586,2025-08-13,Presente
12931,2587,2025-09-10,Presente
12932,2587,2025-09-03,Presente
12933,2587,2025-08-27,Presente
12934,2587,2025-08-20,Presente
12935,2587,2025-08-13,Presente
12936,2588,2025-09-10,Presente
12937,2588,2025-09-03,Presente
12938,2588,2025-08-27,Presente
12939,2588,2025-08-20,Presente
12940,2588,2025-08-13,Presente
12941,2589,2025-09-10,Presente
12942,2589,2025-09-03,Presente
12943,2589,2025-08-27,Presente
12944,2589,2025-08-20,Presente
12945,2589,2025-08-13,Presente
12946,2590,2025-09-10,Presente
12947,2590,2025-09-03,Presente
12948,2590,2025-08-27,Falta
12949,2590,2025-08-20,Presente
12950,2590,2025-08-13,Presente
12951,2591,2025-09-10,Presente
12952,2591,2025-09-03,Presente
12953,2591,2025-08-27,Presente
12954,2591,2025-08-20,Presente
12955,2591,2025-08-13,Presente
12956,2592,2025-09-10,Presente
12957,2592,2025-09-03,Presente
12958,2592,2025-08-27,Presente
12959,2592,2025-08-20,Presente
12960,2592,2025-08-13,Presente
12961,2593,2025-09-10,Presente
12962,2593,2025-09-03,Presente
12963,2593,2025-08-27,Presente
12964,2593,2025-08-20,Falta
12965,2593,2025-08-13,Presente
12966,2594,2025-09-10,Presente
12967,2594,2025-09-03,Presente
12968,2594,2025-08-27,Presente
12969,2594,2025-08-20,Presente
12970,2594,2025-08-13,Presente
12971,2595,2025-09-10,Presente
12972,2595,2025-09-03,Presente
12973,2595,2025-08-27,Presente
12974,2595,2025-08-20,Presente
12975,2595,2025-08-13,Presente
12976,2596,2025-09-10,Presente
12977,2596,2025-09-03,Presente
12978,2596,2025-08-27,Presente
12979,2596,2025-08-20,Presente
12980,2596,2025-08-13,Presente
12981,2597,2025-09-10,Presente
12982,2597,2025-09-03,Presente
12983,2597,2025-08-27,Presente
12984,2597,2025-08-20,Presente
12985,2597,2025-08-13,Presente
12986,2598,2025-09-10,Presente
12987,2598,2025-09-03,Presente
12988,2598,2025-08-27,Presente
12989,2598,2025-08-20,Falta
12990,2598,2025-08-13,Presente
12991,2599,2025-09-10,Presente
12992,2599,2025-09-03,Presente
12993,2599,2025-08-27,Presente
12994,2599,2025-08-20,Presente
12995,2599,2025-08-13,Presente
12996,2600,2025-09-10,Presente
12997,2600,2025-09-03,Presente
12998,2600,2025-08-27,Presente
12999,2600,2025-08-20,Falta
13000,2600,2025-08-13,Presente
13001,2601,2025-09-10,Presente
13002,2601,2025-09-03,Presente
13003,2601,2025-08-27,Presente
13004,2601,2025-08-20,Presente
13005,2601,2025-08-13,Presente
13006,2602,2025-09-10,Presente
13007,2602,2025-09-03,Presente
13008,2602,2025-08-27,Presente
13009,2602,2025-08-20,Falta
13010,2602,2025-08-13,Presente
13011,2603,2025-09-10,Falta
13012,2603,2025-09-03,Presente
13013,2603,2025-08-27,Presente
13014,2603,2025-08-20,Presente
13015,2603,2025-08-13,Presente
13016,2604,2025-09-10,Presente
13017,2604,2025-09-03,Presente
13018,2604,2025-08-27,Presente
13019,2604,2025-08-20,Presente
13020,2604,2025-08-13,Presente
13021,2605,2025-09-10,Falta
13022,2605,2025-09-03,Presente
13023,2605,2025-08-27,Presente
13024,2605,2025-08-20,Presente
13025,2605,2025-08-13,Presente
13026,2606,2025-09-10,Presente
13027,2606,2025-09-03,Presente
13028,2606,2025-08-27,Presente
13029,2606,2025-08-20,Presente
13030,2606,2025-08-13,Presente
13031,2607,2025-09-10,Presente
13032,2607,2025-09-03,Presente
13033,2607,2025-08-27,Presente
13034,2607,2025-08-20,Presente
13035,2607,2025-08-13,Presente
13036,2608,2025-09-10,Presente
13037,2608,2025-09-03,Presente
13038,2608,2025-08-27,Presente
13039,2608,2025-08-20,Presente
13040,2608,2025-08-13,Presente
13041,2609,2025-09-10,Presente
13042,2609,2025-09-03,Presente
13043,2609,2025-08-27,Presente
13044,2609,2025-08-20,Presente
13045,2609,2025-08-13,Presente
13046,2610,2025-09-10,Presente
13047,2610,2025-09-03,Presente
13048,2610,2025-08-27,Presente
13049,2610,2025-08-20,Presente
13050,2610,2025-08-13,Presente
13051,2611,2025-09-10,Presente
13052,2611,2025-09-03,Presente
13053,2611,2025-08-27,Presente
13054,2611,2025-08-20,Presente
13055,2611,2025-08-13,Presente
13056,2612,2025-09-10,Presente
13057,2612,2025-09-03,Presente
13058,2612,2025-08-27,Presente
13059,2612,2025-08-20,Presente
13060,2612,2025-08-13,Presente
13061,2613,2025-09-10,Presente
13062,2613,2025-09-03,Falta
13063,2613,2025-08-27,Presente
13064,2613,2025-08-20,Presente
13065,2613,2025-08-13,Presente
13066,2614,2025-09-10,Presente
13067,2614,2025-09-03,Falta
13068,2614,2025-08-27,Presente
13069,2614,2025-08-20,Presente
13070,2614,2025-08-13,Presente
13071,2615,2025-09-10,Presente
13072,2615,2025-09-03,Presente
13073,2615,2025-08-27,Presente
13074,2615,2025-08-20,Presente
13075,2615,2025-08-13,Presente
13076,2616,2025-09-10,Presente
13077,2616,2025-09-03,Presente
13078,2616,2025-08-27,Falta
13079,2616,2025-08-20,Presente
13080,2616,2025-08-13,Presente
13081,2617,2025-09-10,Presente
13082,2617,2025-09-03,Presente
13083,2617,2025-08-27,Presente
13084,2617,2025-08-20,Falta
13085,2617,2025-08-13,Presente
13086,2618,2025-09-10,Presente
13087,2618,2025-09-03,Presente
13088,2618,2025-08-27,Presente
13089,2618,2025-08-20,Falta
13090,2618,2025-08-13,Presente
13091,2619,2025-09-10,Presente
13092,2619,2025-09-03,Presente
13093,2619,2025-08-27,Presente
13094,2619,2025-08-20,Presente
13095,2619,2025-08-13,Presente
13096,2620,2025-09-10,Presente
13097,2620,2025-09-03,Presente
13098,2620,2025-08-27,Presente
13099,2620,2025-08-20,Presente
13100,2620,2025-08-13,Presente
13101,2621,2025-09-10,Presente
13102,2621,2025-09-03,Falta
13103,2621,2025-08-27,Presente
13104,2621,2025-08-20,Presente
13105,2621,2025-08-13,Presente
13106,2622,2025-09-10,Presente
13107,2622,2025-09-03,Presente
13108,2622,2025-08-27,Falta
13109,2622,2025-08-20,Presente
13110,2622,2025-08-13,Presente
13111,2623,2025-09-10,Presente
13112,2623,2025-09-03,Presente
13113,2623,2025-08-27,Presente
13114,2623,2025-08-20,Presente
13115,2623,2025-08-13,Presente
13116,2624,2025-09-10,Presente
13117,2624,2025-09-03,Presente
13118,2624,2025-08-27,Presente
13119,2624,2025-08-20,Presente
13120,2624,2025-08-13,Presente
13121,2625,2025-09-10,Presente
13122,2625,2025-09-03,Presente
13123,2625,2025-08-27,Presente
13124,2625,2025-08-20,Presente
13125,2625,2025-08-13,Presente
13126,2626,2025-09-10,Presente
13127,2626,2025-09-03,Presente
13128,2626,2025-08-27,Presente
13129,2626,2025-08-20,Presente
13130,2626,2025-08-13,Falta
13131,2627,2025-09-10,Presente
13132,2627,2025-09-03,Presente
13133,2627,2025-08-27,Presente
13134,2627,2025-08-20,Presente
13135,2627,2025-08-13,Presente
13136,2628,2025-09-10,Presente
13137,2628,2025-09-03,Presente
13138,2628,2025-08-27,Presente
13139,2628,2025-08-20,Presente
13140,2628,2025-08-13,Presente
13141,2629,2025-09-10,Presente
13142,2629,2025-09-03,Presente
13143,2629,2025-08-27,Presente
13144,2629,2025-08-20,Presente
13145,2629,2025-08-13,Presente
13146,2630,2025-09-10,Presente
13147,2630,2025-09-03,Presente
13148,2630,2025-08-27,Presente
13149,2630,2025-08-20,Presente
13150,2630,2025-08-13,Presente
13151,2631,2025-09-10,Presente
13152,2631,2025-09-03,Presente
13153,2631,2025-08-27,Presente
13154,2631,2025-08-20,Presente
13155,2631,2025-08-13,Presente
13156,2632,2025-09-10,Presente
13157,2632,2025-09-03,Presente
13158,2632,2025-08-27,Falta
13159,2632,2025-08-20,Presente
13160,2632,2025-08-13,Presente
13161,2633,2025-09-10,Presente
13162,2633,2025-09-03,Presente
13163,2633,2025-08-27,Presente
13164,2633,2025-08-20,Presente
13165,2633,2025-08-13,Presente
13166,2634,2025-09-10,Presente
13167,2634,2025-09-03,Presente
13168,2634,2025-08-27,Presente
13169,2634,2025-08-20,Presente
13170,2634,2025-08-13,Falta
13171,2635,2025-09-10,Presente
13172,2635,2025-09-03,Presente
13173,2635,2025-08-27,Presente
13174,2635,2025-08-20,Presente
13175,2635,2025-08-13,Falta
13176,2636,2025-09-10,Presente
13177,2636,2025-09-03,Presente
13178,2636,2025-08-27,Presente
13179,2636,2025-08-20,Presente
13180,2636,2025-08-13,Falta
13181,2637,2025-09-10,Presente
13182,2637,2025-09-03,Presente
13183,2637,2025-08-27,Presente
13184,2637,2025-08-20,Presente
13185,2637,2025-08-13,Presente
13186,2638,2025-09-10,Presente
13187,2638,2025-09-03,Presente
13188,2638,2025-08-27,Presente
13189,2638,2025-08-20,Presente
13190,2638,2025-08-13,Presente
13191,2639,2025-09-10,Presente
13192,2639,2025-09-03,Presente
13193,2639,2025-08-27,Presente
13194,2639,2025-08-20,Falta
13195,2639,2025-08-13,Presente
13196,2640,2025-09-10,Presente
13197,2640,2025-09-03,Presente
13198,2640,2025-08-27,Presente
13199,2640,2025-08-20,Presente
13200,2640,2025-08-13,Presente
13201,2641,2025-09-10,Presente
13202,2641,2025-09-03,Falta
13203,2641,2025-08-27,Presente
13204,2641,2025-08-20,Presente
13205,2641,2025-08-13,Presente
13206,2642,2025-09-10,Presente
13207,2642,2025-09-03,Presente
13208,2642,2025-08-27,Presente
13209,2642,2025-08-20,Presente
13210,2642,2025-08-13,Presente
13211,2643,2025-09-10,Presente
13212,2643,2025-09-03,Presente
13213,2643,2025-08-27,Falta
13214,2643,2025-08-20,Falta
13215,2643,2025-08-13,Presente
13216,2644,2025-09-10,Presente
13217,2644,2025-09-03,Presente
13218,2644,2025-08-27,Presente
13219,2644,2025-08-20,Presente
13220,2644,2025-08-13,Presente
13221,2645,2025-09-10,Presente
13222,2645,2025-09-03,Presente
13223,2645,2025-08-27,Presente
13224,2645,2025-08-20,Presente
13225,2645,2025-08-13,Presente
13226,2646,2025-09-10,Presente
13227,2646,2025-09-03,Presente
13228,2646,2025-08-27,Presente
13229,2646,2025-08-20,Presente
13230,2646,2025-08-13,Presente
13231,2647,2025-09-10,Presente
13232,2647,2025-09-03,Presente
13233,2647,2025-08-27,Presente
13234,2647,2025-08-20,Presente
13235,2647,2025-08-13,Presente
13236,2648,2025-09-10,Presente
13237,2648,2025-09-03,Presente
13238,2648,2025-08-27,Presente
13239,2648,2025-08-20,Presente
13240,2648,2025-08-13,Presente
13241,2649,2025-09-10,Presente
13242,2649,2025-09-03,Presente
13243,2649,2025-08-27,Presente
13244,2649,2025-08-20,Presente
13245,2649,2025-08-13,Presente
13246,2650,2025-09-10,Falta
13247,2650,2025-09-03,Presente
13248,2650,2025-08-27,Presente
13249,2650,2025-08-20,Presente
13250,2650,2025-08-13,Presente
13251,2651,2025-09-10,Presente
13252,2651,2025-09-03,Presente
13253,2651,2025-08-27,Presente
13254,2651,2025-08-20,Falta
13255,2651,2025-08-13,Presente
13256,2652,2025-09-10,Presente
13257,2652,2025-09-03,Presente
13258,2652,2025-08-27,Presente
13259,2652,2025-08-20,Falta
13260,2652,2025-08-13,Falta
13261,2653,2025-09-10,Presente
13262,2653,2025-09-03,Presente
13263,2653,2025-08-27,Presente
13264,2653,2025-08-20,Presente
13265,2653,2025-08-13,Presente
13266,2654,2025-09-10,Presente
13267,2654,2025-09-03,Presente
13268,2654,2025-08-27,Presente
13269,2654,2025-08-20,Presente
13270,2654,2025-08-13,Presente
13271,2655,2025-09-10,Presente
13272,2655,2025-09-03,Presente
13273,2655,2025-08-27,Presente
13274,2655,2025-08-20,Presente
13275,2655,2025-08-13,Presente
13276,2656,2025-09-10,Presente
13277,2656,2025-09-03,Presente
13278,2656,2025-08-27,Presente
13279,2656,2025-08-20,Presente
13280,2656,2025-08-13,Presente
13281,2657,2025-09-10,Presente
13282,2657,2025-09-03,Presente
13283,2657,2025-08-27,Presente
13284,2657,2025-08-20,Presente
13285,2657,2025-08-13,Falta
13286,2658,2025-09-10,Presente
13287,2658,2025-09-03,Presente
13288,2658,2025-08-27,Presente
13289,2658,2025-08-20,Presente
13290,2658,2025-08-13,Presente
13291,2659,2025-09-10,Presente
13292,2659,2025-09-03,Presente
13293,2659,2025-08-27,Presente
13294,2659,2025-08-20,Presente
13295,2659,2025-08-13,Presente
13296,2660,2025-09-10,Presente
13297,2660,2025-09-03,Presente
13298,2660,2025-08-27,Presente
13299,2660,2025-08-20,Presente
13300,2660,2025-08-13,Presente
13301,2661,2025-09-10,Presente
13302,2661,2025-09-03,Presente
13303,2661,2025-08-27,Presente
13304,2661,2025-08-20,Presente
13305,2661,2025-08-13,Presente
13306,2662,2025-09-10,Falta
13307,2662,2025-09-03,Presente
13308,2662,2025-08-27,Presente
13309,2662,2025-08-20,Presente
13310,2662,2025-08-13,Presente
13311,2663,2025-09-10,Presente
13312,2663,2025-09-03,Presente
13313,2663,2025-08-27,Presente
13314,2663,2025-08-20,Presente
13315,2663,2025-08-13,Presente
13316,2664,2025-09-10,Presente
13317,2664,2025-09-03,Presente
13318,2664,2025-08-27,Falta
13319,2664,2025-08-20,Presente
13320,2664,2025-08-13,Presente
13321,2665,2025-09-10,Presente
13322,2665,2025-09-03,Presente
13323,2665,2025-08-27,Presente
13324,2665,2025-08-20,Presente
13325,2665,2025-08-13,Presente
13326,2666,2025-09-10,Presente
13327,2666,2025-09-03,Presente
13328,2666,2025-08-27,Presente
13329,2666,2025-08-20,Presente
13330,2666,2025-08-13,Presente
13331,2667,2025-09-10,Presente
13332,2667,2025-09-03,Presente
13333,2667,2025-08-27,Presente
13334,2667,2025-08-20,Presente
13335,2667,2025-08-13,Falta
13336,2668,2025-09-10,Presente
13337,2668,2025-09-03,Presente
13338,2668,2025-08-27,Presente
13339,2668,2025-08-20,Presente
13340,2668,2025-08-13,Falta
13341,2669,2025-09-10,Presente
13342,2669,2025-09-03,Presente
13343,2669,2025-08-27,Presente
13344,2669,2025-08-20,Falta
13345,2669,2025-08-13,Presente
13346,2670,2025-09-10,Presente
13347,2670,2025-09-03,Presente
13348,2670,2025-08-27,Presente
13349,2670,2025-08-20,Falta
13350,2670,2025-08-13,Presente
13351,2671,2025-09-10,Presente
13352,2671,2025-09-03,Presente
13353,2671,2025-08-27,Presente
13354,2671,2025-08-20,Presente
13355,2671,2025-08-13,Presente
13356,2672,2025-09-10,Presente
13357,2672,2025-09-03,Presente
13358,2672,2025-08-27,Presente
13359,2672,2025-08-20,Presente
13360,2672,2025-08-13,Presente
13361,2673,2025-09-10,Presente
13362,2673,2025-09-03,Falta
13363,2673,2025-08-27,Presente
13364,2673,2025-08-20,Presente
13365,2673,2025-08-13,Presente
13366,2674,2025-09-10,Presente
13367,2674,2025-09-03,Presente
13368,2674,2025-08-27,Presente
13369,2674,2025-08-20,Presente
13370,2674,2025-08-13,Presente
13371,2675,2025-09-10,Presente
13372,2675,2025-09-03,Presente
13373,2675,2025-08-27,Presente
13374,2675,2025-08-20,Presente
13375,2675,2025-08-13,Presente
13376,2676,2025-09-10,Presente
13377,2676,2025-09-03,Presente
13378,2676,2025-08-27,Presente
13379,2676,2025-08-20,Presente
13380,2676,2025-08-13,Presente
13381,2677,2025-09-10,Presente
13382,2677,2025-09-03,Presente
13383,2677,2025-08-27,Presente
13384,2677,2025-08-20,Presente
13385,2677,2025-08-13,Presente
13386,2678,2025-09-10,Presente
13387,2678,2025-09-03,Presente
13388,2678,2025-08-27,Presente
13389,2678,2025-08-20,Presente
13390,2678,2025-08-13,Presente
13391,2679,2025-09-10,Presente
13392,2679,2025-09-03,Presente
13393,2679,2025-08-27,Presente
13394,2679,2025-08-20,Presente
13395,2679,2025-08-13,Presente
13396,2680,2025-09-10,Presente
13397,2680,2025-09-03,Presente
13398,2680,2025-08-27,Presente
13399,2680,2025-08-20,Presente
13400,2680,2025-08-13,Presente
13401,2681,2025-09-10,Presente
13402,2681,2025-09-03,Falta
13403,2681,2025-08-27,Presente
13404,2681,2025-08-20,Presente
13405,2681,2025-08-13,Presente
13406,2682,2025-09-10,Presente
13407,2682,2025-09-03,Presente
13408,2682,2025-08-27,Presente
13409,2682,2025-08-20,Presente
13410,2682,2025-08-13,Falta
13411,2683,2025-09-10,Presente
13412,2683,2025-09-03,Presente
13413,2683,2025-08-27,Presente
13414,2683,2025-08-20,Presente
13415,2683,2025-08-13,Presente
13416,2684,2025-09-10,Presente
13417,2684,2025-09-03,Falta
13418,2684,2025-08-27,Presente
13419,2684,2025-08-20,Presente
13420,2684,2025-08-13,Presente
13421,2685,2025-09-10,Presente
13422,2685,2025-09-03,Presente
13423,2685,2025-08-27,Presente
13424,2685,2025-08-20,Presente
13425,2685,2025-08-13,Presente
13426,2686,2025-09-10,Presente
13427,2686,2025-09-03,Presente
13428,2686,2025-08-27,Presente
13429,2686,2025-08-20,Presente
13430,2686,2025-08-13,Presente
13431,2687,2025-09-10,Presente
13432,2687,2025-09-03,Presente
13433,2687,2025-08-27,Presente
13434,2687,2025-08-20,Presente
13435,2687,2025-08-13,Presente
13436,2688,2025-09-10,Presente
13437,2688,2025-09-03,Presente
13438,2688,2025-08-27,Presente
13439,2688,2025-08-20,Presente
13440,2688,2025-08-13,Presente
13441,2689,2025-09-10,Presente
13442,2689,2025-09-03,Presente
13443,2689,2025-08-27,Presente
13444,2689,2025-08-20,Falta
13445,2689,2025-08-13,Presente
13446,2690,2025-09-10,Falta
13447,2690,2025-09-03,Presente
13448,2690,2025-08-27,Presente
13449,2690,2025-08-20,Presente
13450,2690,2025-08-13,Presente
13451,2691,2025-09-10,Presente
13452,2691,2025-09-03,Presente
13453,2691,2025-08-27,Presente
13454,2691,2025-08-20,Falta
13455,2691,2025-08-13,Presente
13456,2692,2025-09-10,Presente
13457,2692,2025-09-03,Presente
13458,2692,2025-08-27,Presente
13459,2692,2025-08-20,Presente
13460,2692,2025-08-13,Presente
13461,2693,2025-09-10,Presente
13462,2693,2025-09-03,Falta
13463,2693,2025-08-27,Presente
13464,2693,2025-08-20,Presente
13465,2693,2025-08-13,Presente
13466,2694,2025-09-10,Presente
13467,2694,2025-09-03,Presente
13468,2694,2025-08-27,Presente
13469,2694,2025-08-20,Presente
13470,2694,2025-08-13,Presente
13471,2695,2025-09-10,Falta
13472,2695,2025-09-03,Presente
13473,2695,2025-08-27,Presente
13474,2695,2025-08-20,Presente
13475,2695,2025-08-13,Presente
13476,2696,2025-09-10,Falta
13477,2696,2025-09-03,Presente
13478,2696,2025-08-27,Presente
13479,2696,2025-08-20,Presente
13480,2696,2025-08-13,Presente
13481,2697,2025-09-10,Falta
13482,2697,2025-09-03,Presente
13483,2697,2025-08-27,Presente
13484,2697,2025-08-20,Presente
13485,2697,2025-08-13,Presente
13486,2698,2025-09-10,Presente
13487,2698,2025-09-03,Presente
13488,2698,2025-08-27,Falta
13489,2698,2025-08-20,Falta
13490,2698,2025-08-13,Presente
13491,2699,2025-09-10,Presente
13492,2699,2025-09-03,Presente
13493,2699,2025-08-27,Falta
13494,2699,2025-08-20,Presente
13495,2699,2025-08-13,Presente
13496,2700,2025-09-10,Presente
13497,2700,2025-09-03,Presente
