id_nota,id_matricula,tipo_avaliacao,valor_nota
16415,8208,P1,8.0
16416,8208,P2,6.7
16417,8209,P1,8.9
16418,8209,P2,4.3
16419,8210,P1,5.4
16420,8210,P2,4.9
16421,8211,P1,5.8
16422,8211,P2,6.4
16423,8212,P1,5.3
16424,8212,P2,6.0
16425,8213,P1,7.8
16426,8213,P2,3.3
16427,8214,P1,5.5
16428,8214,P2,4.2
16429,8215,P1,3.0
16430,8215,P2,5.1
16431,8216,P1,6.1
16432,8216,P2,8.5
16433,8217,P1,3.2
16434,8217,P2,7.4
16435,8218,P1,5.9
16436,8218,P2,8.5
16437,8219,P1,9.8
16438,8219,P2,6.7
16439,8220,P1,8.1
16440,8220,P2,4.0
16441,8221,P1,4.7
16442,8221,P2,7.5
16443,8222,P1,5.5
16444,8222,P2,9.4
16445,8223,P1,3.0
16446,8223,P2,5.6
16447,8224,P1,9.5
16448,8224,P2,7.7
16449,8225,P1,9.7
16450,8225,P2,5.2
16451,8226,P1,4.2
16452,8226,P2,8.6
16453,8227,P1,9.4
16454,8227,P2,8.6
16455,8228,P1,6.9
16456,8228,P2,6.8
16457,8229,P1,5.9
16458,8229,P2,8.8
16459,8230,P1,9.5
16460,8230,P2,3.4
16461,8231,P1,9.6
16462,8231,P2,7.2
16463,8232,P1,4.3
16464,8232,P2,4.6
16465,8233,P1,4.5
16466,8233,P2,9.0
16467,8234,P1,3.4
16468,8234,P2,5.3
16469,8235,P1,8.8
16470,8235,P2,4.4
16471,8236,P1,8.6
16472,8236,P2,5.4
16473,8237,P1,6.2
16474,8237,P2,6.0
16475,8238,P1,5.3
16476,8238,P2,6.6
16477,8239,P1,7.3
16478,8239,P2,7.6
16479,8240,P1,6.0
16480,8240,P2,4.7
16481,8241,P1,9.1
16482,8241,P2,8.1
16483,8242,P1,4.7
16484,8242,P2,3.7
16485,8243,P1,9.7
16486,8243,P2,9.0
16487,8244,P1,8.2
16488,8244,P2,5.5
16489,8245,P1,9.2
16490,8245,P2,6.6
16491,8246,P1,4.1
16492,8246,P2,9.9
16493,8247,P1,7.3
16494,8247,P2,9.0
16495,8248,P1,5.5
16496,8248,P2,5.0
16497,8249,P1,9.2
16498,8249,P2,9.9
16499,8250,P1,3.5
16500,8250,P2,4.0
16501,8251,P1,7.7
16502,8251,P2,9.7
16503,8252,P1,6.4
16504,8252,P2,7.8
16505,8253,P1,9.1
16506,8253,P2,7.2
16507,8254,P1,6.7
16508,8254,P2,7.0
16509,8255,P1,4.5
16510,8255,P2,3.2
16511,8256,P1,4.8
16512,8256,P2,8.2
16513,8257,P1,5.9
16514,8257,P2,8.7
16515,8258,P1,5.4
16516,8258,P2,6.8
16517,8259,P1,8.2
16518,8259,P2,7.8
16519,8260,P1,7.1
16520,8260,P2,6.7
16521,8261,P1,5.6
16522,8261,P2,9.9
16523,8262,P1,3.3
16524,8262,P2,4.3
16525,8263,P1,5.5
16526,8263,P2,7.8
16527,8264,P1,7.7
16528,8264,P2,7.2
16529,8265,P1,4.0
16530,8265,P2,9.1
16531,8266,P1,8.0
16532,8266,P2,3.3
16533,8267,P1,9.2
16534,8267,P2,3.8
16535,8268,P1,7.6
16536,8268,P2,5.5
16537,8269,P1,8.3
16538,8269,P2,6.4
16539,8270,P1,6.3
16540,8270,P2,8.0
16541,8271,P1,9.4
16542,8271,P2,8.5
16543,8272,P1,8.4
16544,8272,P2,9.3
16545,8273,P1,4.0
16546,8273,P2,4.5
16547,8274,P1,9.5
16548,8274,P2,4.2
16549,8275,P1,5.5
16550,8275,P2,7.4
16551,8276,P1,5.3
16552,8276,P2,5.1
16553,8277,P1,8.3
16554,8277,P2,8.4
16555,8278,P1,6.0
16556,8278,P2,7.9
16557,8279,P1,6.8
16558,8279,P2,6.4
16559,8280,P1,9.0
16560,8280,P2,3.4
16561,8281,P1,3.3
16562,8281,P2,5.4
16563,8282,P1,3.1
16564,8282,P2,5.3
16565,8283,P1,8.7
16566,8283,P2,4.3
16567,8284,P1,8.5
16568,8284,P2,7.1
16569,8285,P1,4.3
16570,8285,P2,9.8
16571,8286,P1,3.3
16572,8286,P2,9.7
16573,8287,P1,4.5
16574,8287,P2,8.2
16575,8288,P1,3.9
16576,8288,P2,5.5
16577,8289,P1,4.6
16578,8289,P2,6.6
16579,8290,P1,8.2
16580,8290,P2,8.8
16581,8291,P1,9.8
16582,8291,P2,6.6
16583,8292,P1,4.3
16584,8292,P2,9.4
16585,8293,P1,7.7
16586,8293,P2,3.8
16587,8294,P1,9.7
16588,8294,P2,6.1
16589,8295,P1,7.1
16590,8295,P2,3.7
16591,8296,P1,5.5
16592,8296,P2,8.0
16593,8297,P1,3.2
16594,8297,P2,3.9
16595,8298,P1,7.7
16596,8298,P2,6.6
16597,8299,P1,9.1
16598,8299,P2,4.1
16599,8300,P1,3.7
16600,8300,P2,7.7
16601,8301,P1,6.8
16602,8301,P2,3.6
16603,8302,P1,4.6
16604,8302,P2,7.0
16605,8303,P1,7.3
16606,8303,P2,8.8
16607,8304,P1,8.2
16608,8304,P2,9.1
16609,8305,P1,4.7
16610,8305,P2,7.9
16611,8306,P1,9.5
16612,8306,P2,4.9
16613,8307,P1,8.6
16614,8307,P2,7.3
16615,8308,P1,6.3
16616,8308,P2,9.7
16617,8309,P1,8.1
16618,8309,P2,4.8
16619,8310,P1,9.1
16620,8310,P2,4.0
16621,8311,P1,3.8
16622,8311,P2,4.5
16623,8312,P1,7.9
16624,8312,P2,8.8
16625,8313,P1,4.6
16626,8313,P2,8.2
16627,8314,P1,3.3
16628,8314,P2,8.2
16629,8315,P1,7.9
16630,8315,P2,3.7
16631,8316,P1,6.2
16632,8316,P2,6.5
16633,8317,P1,9.5
16634,8317,P2,3.1
16635,8318,P1,9.4
16636,8318,P2,7.9
16637,8319,P1,6.8
16638,8319,P2,8.1
16639,8320,P1,9.6
16640,8320,P2,3.7
16641,8321,P1,5.2
16642,8321,P2,9.5
16643,8322,P1,4.4
16644,8322,P2,3.8
16645,8323,P1,9.2
16646,8323,P2,4.2
16647,8324,P1,9.9
16648,8324,P2,9.4
16649,8325,P1,8.5
16650,8325,P2,5.8
16651,8326,P1,7.6
16652,8326,P2,5.2
16653,8327,P1,4.2
16654,8327,P2,5.7
16655,8328,P1,6.9
16656,8328,P2,9.1
16657,8329,P1,8.3
16658,8329,P2,8.0
16659,8330,P1,7.4
16660,8330,P2,6.0
16661,8331,P1,3.2
16662,8331,P2,3.2
16663,8332,P1,8.7
16664,8332,P2,3.5
16665,8333,P1,4.3
16666,8333,P2,3.8
16667,8334,P1,4.4
16668,8334,P2,8.8
16669,8335,P1,6.5
16670,8335,P2,6.0
16671,8336,P1,4.6
16672,8336,P2,8.8
16673,8337,P1,3.7
16674,8337,P2,9.3
16675,8338,P1,9.4
16676,8338,P2,8.1
16677,8339,P1,5.2
16678,8339,P2,7.0
16679,8340,P1,7.5
16680,8340,P2,8.2
16681,8341,P1,7.7
16682,8341,P2,7.4
16683,8342,P1,5.1
16684,8342,P2,7.6
16685,8343,P1,3.2
16686,8343,P2,7.2
16687,8344,P1,6.3
16688,8344,P2,9.5
16689,8345,P1,9.8
16690,8345,P2,8.6
16691,8346,P1,5.5
16692,8346,P2,6.9
16693,8347,P1,3.7
16694,8347,P2,7.2
16695,8348,P1,7.4
16696,8348,P2,5.8
16697,8349,P1,4.6
16698,8349,P2,4.3
16699,8350,P1,8.9
16700,8350,P2,9.4
16701,8351,P1,3.9
16702,8351,P2,6.2
16703,8352,P1,7.3
16704,8352,P2,3.9
16705,8353,P1,4.8
16706,8353,P2,9.4
16707,8354,P1,6.8
16708,8354,P2,4.5
16709,8355,P1,5.0
16710,8355,P2,5.4
16711,8356,P1,6.9
16712,8356,P2,8.6
16713,8357,P1,8.9
16714,8357,P2,9.8
16715,8358,P1,7.4
16716,8358,P2,9.7
16717,8359,P1,3.8
16718,8359,P2,8.4
16719,8360,P1,6.0
16720,8360,P2,5.7
16721,8361,P1,3.1
16722,8361,P2,6.6
16723,8362,P1,9.1
16724,8362,P2,9.9
16725,8363,P1,5.0
16726,8363,P2,6.7
16727,8364,P1,9.7
16728,8364,P2,10.0
16729,8365,P1,4.0
16730,8365,P2,6.7
16731,8366,P1,3.9
16732,8366,P2,5.6
16733,8367,P1,3.4
16734,8367,P2,10.0
16735,8368,P1,7.5
16736,8368,P2,6.0
16737,8369,P1,5.6
16738,8369,P2,8.1
16739,8370,P1,8.3
16740,8370,P2,8.1
16741,8371,P1,4.2
16742,8371,P2,8.4
16743,8372,P1,7.9
16744,8372,P2,4.5
16745,8373,P1,7.6
16746,8373,P2,5.8
16747,8374,P1,6.5
16748,8374,P2,4.3
16749,8375,P1,4.4
16750,8375,P2,3.8
16751,8376,P1,8.9
16752,8376,P2,7.3
16753,8377,P1,4.7
16754,8377,P2,3.1
16755,8378,P1,9.1
16756,8378,P2,3.4
16757,8379,P1,7.4
16758,8379,P2,3.8
16759,8380,P1,4.2
16760,8380,P2,5.8
16761,8381,P1,8.3
16762,8381,P2,7.1
16763,8382,P1,3.3
16764,8382,P2,7.3
16765,8383,P1,4.6
16766,8383,P2,7.8
16767,8384,P1,8.5
16768,8384,P2,8.9
16769,8385,P1,3.6
16770,8385,P2,4.0
16771,8386,P1,6.9
16772,8386,P2,4.6
16773,8387,P1,3.5
16774,8387,P2,3.6
16775,8388,P1,8.5
16776,8388,P2,5.5
16777,8389,P1,3.6
16778,8389,P2,6.6
16779,8390,P1,4.2
16780,8390,P2,3.8
16781,8391,P1,7.9
16782,8391,P2,5.7
16783,8392,P1,6.7
16784,8392,P2,7.6
16785,8393,P1,5.0
16786,8393,P2,9.3
16787,8394,P1,4.3
16788,8394,P2,7.3
16789,8395,P1,7.0
16790,8395,P2,4.3
16791,8396,P1,4.9
16792,8396,P2,3.6
16793,8397,P1,3.2
16794,8397,P2,8.4
16795,8398,P1,8.6
16796,8398,P2,5.2
16797,8399,P1,7.8
16798,8399,P2,9.4
16799,8400,P1,7.5
16800,8400,P2,5.7
16801,8401,P1,6.0
16802,8401,P2,5.9
16803,8402,P1,3.0
16804,8402,P2,5.4
16805,8403,P1,3.6
16806,8403,P2,7.7
16807,8404,P1,6.6
16808,8404,P2,5.5
16809,8405,P1,5.2
16810,8405,P2,7.6
16811,8406,P1,8.6
16812,8406,P2,4.0
16813,8407,P1,7.8
16814,8407,P2,8.1
16815,8408,P1,3.9
16816,8408,P2,5.2
16817,8409,P1,5.5
16818,8409,P2,3.4
16819,8410,P1,9.0
16820,8410,P2,4.6
16821,8411,P1,4.0
16822,8411,P2,9.9
16823,8412,P1,4.0
16824,8412,P2,5.8
16825,8413,P1,3.3
16826,8413,P2,8.0
16827,8414,P1,3.6
16828,8414,P2,9.1
16829,8415,P1,5.1
16830,8415,P2,7.8
16831,8416,P1,3.0
16832,8416,P2,8.8
16833,8417,P1,5.9
16834,8417,P2,9.6
16835,8418,P1,4.5
16836,8418,P2,3.7
16837,8419,P1,4.2
16838,8419,P2,5.8
16839,8420,P1,7.6
16840,8420,P2,5.0
16841,8421,P1,7.0
16842,8421,P2,9.2
16843,8422,P1,6.0
16844,8422,P2,3.7
16845,8423,P1,10.0
16846,8423,P2,3.7
16847,8424,P1,9.8
16848,8424,P2,6.0
16849,8425,P1,3.9
16850,8425,P2,9.4
16851,8426,P1,3.9
16852,8426,P2,4.6
16853,8427,P1,8.3
16854,8427,P2,4.9
16855,8428,P1,4.5
16856,8428,P2,8.7
16857,8429,P1,4.7
16858,8429,P2,5.0
16859,8430,P1,5.3
16860,8430,P2,4.2
16861,8431,P1,8.5
16862,8431,P2,9.2
16863,8432,P1,5.2
16864,8432,P2,8.0
16865,8433,P1,5.1
16866,8433,P2,7.7
16867,8434,P1,3.1
16868,8434,P2,3.4
16869,8435,P1,8.5
16870,8435,P2,9.1
16871,8436,P1,7.0
16872,8436,P2,9.4
16873,8437,P1,4.1
16874,8437,P2,6.2
16875,8438,P1,5.8
16876,8438,P2,9.2
16877,8439,P1,3.2
16878,8439,P2,8.8
16879,8440,P1,5.6
16880,8440,P2,5.6
16881,8441,P1,4.7
16882,8441,P2,3.0
16883,8442,P1,8.3
16884,8442,P2,4.9
16885,8443,P1,7.0
16886,8443,P2,6.3
16887,8444,P1,5.6
16888,8444,P2,3.6
16889,8445,P1,6.2
16890,8445,P2,6.7
16891,8446,P1,3.2
16892,8446,P2,9.9
16893,8447,P1,3.1
16894,8447,P2,8.9
16895,8448,P1,5.3
16896,8448,P2,8.5
16897,8449,P1,5.4
16898,8449,P2,4.6
16899,8450,P1,4.1
16900,8450,P2,9.6
16901,8451,P1,9.7
16902,8451,P2,4.2
16903,8452,P1,8.2
16904,8452,P2,3.2
16905,8453,P1,6.4
16906,8453,P2,4.0
16907,8454,P1,9.5
16908,8454,P2,3.9
16909,8455,P1,8.2
16910,8455,P2,9.2
16911,8456,P1,7.6
16912,8456,P2,4.5
16913,8457,P1,9.6
16914,8457,P2,3.7
16915,8458,P1,9.8
16916,8458,P2,9.4
16917,8459,P1,6.1
16918,8459,P2,5.3
16919,8460,P1,4.7
16920,8460,P2,5.6
16921,8461,P1,7.6
16922,8461,P2,5.6
16923,8462,P1,4.8
16924,8462,P2,5.0
16925,8463,P1,6.0
16926,8463,P2,5.1
16927,8464,P1,4.2
16928,8464,P2,5.1
16929,8465,P1,4.9
16930,8465,P2,6.7
16931,8466,P1,7.0
16932,8466,P2,3.2
16933,8467,P1,7.8
16934,8467,P2,4.9
16935,8468,P1,6.0
16936,8468,P2,5.7
16937,8469,P1,4.4
16938,8469,P2,7.6
16939,8470,P1,8.8
16940,8470,P2,9.5
16941,8471,P1,9.4
16942,8471,P2,4.5
16943,8472,P1,3.6
16944,8472,P2,3.7
16945,8473,P1,6.0
16946,8473,P2,5.2
16947,8474,P1,9.1
16948,8474,P2,5.7
16949,8475,P1,8.3
16950,8475,P2,8.1
16951,8476,P1,6.8
16952,8476,P2,9.8
16953,8477,P1,4.4
16954,8477,P2,8.0
16955,8478,P1,8.5
16956,8478,P2,6.7
16957,8479,P1,8.1
16958,8479,P2,7.0
16959,8480,P1,6.7
16960,8480,P2,6.2
16961,8481,P1,8.0
16962,8481,P2,3.5
16963,8482,P1,3.6
16964,8482,P2,7.4
16965,8483,P1,6.4
16966,8483,P2,6.5
16967,8484,P1,6.5
16968,8484,P2,6.5
16969,8485,P1,5.6
16970,8485,P2,6.1
16971,8486,P1,9.0
16972,8486,P2,3.5
16973,8487,P1,9.0
16974,8487,P2,4.2
16975,8488,P1,8.8
16976,8488,P2,7.4
16977,8489,P1,3.1
16978,8489,P2,8.2
16979,8490,P1,9.2
16980,8490,P2,7.1
16981,8491,P1,6.5
16982,8491,P2,7.2
16983,8492,P1,4.5
16984,8492,P2,5.1
16985,8493,P1,9.7
16986,8493,P2,8.1
16987,8494,P1,9.6
16988,8494,P2,9.8
16989,8495,P1,5.6
16990,8495,P2,6.2
16991,8496,P1,4.7
16992,8496,P2,7.4
16993,8497,P1,10.0
16994,8497,P2,7.8
16995,8498,P1,4.7
16996,8498,P2,7.4
16997,8499,P1,8.2
16998,8499,P2,4.5
16999,8500,P1,3.6
17000,8500,P2,6.6
17001,8501,P1,3.2
17002,8501,P2,6.1
17003,8502,P1,8.4
17004,8502,P2,3.1
17005,8503,P1,5.4
17006,8503,P2,8.6
17007,8504,P1,8.6
17008,8504,P2,7.7
17009,8505,P1,6.8
17010,8505,P2,5.7
17011,8506,P1,7.9
17012,8506,P2,9.7
17013,8507,P1,4.0
17014,8507,P2,7.4
17015,8508,P1,6.5
17016,8508,P2,6.9
17017,8509,P1,3.2
17018,8509,P2,4.5
17019,8510,P1,3.3
17020,8510,P2,5.6
17021,8511,P1,3.6
17022,8511,P2,6.3
17023,8512,P1,4.1
17024,8512,P2,4.6
17025,8513,P1,9.7
17026,8513,P2,8.3
17027,8514,P1,5.4
17028,8514,P2,4.6
17029,8515,P1,3.5
17030,8515,P2,8.8
17031,8516,P1,6.6
17032,8516,P2,5.5
17033,8517,P1,8.4
17034,8517,P2,9.6
17035,8518,P1,4.3
17036,8518,P2,7.3
17037,8519,P1,5.6
17038,8519,P2,5.0
17039,8520,P1,5.8
17040,8520,P2,3.2
17041,8521,P1,3.2
17042,8521,P2,6.3
17043,8522,P1,5.0
17044,8522,P2,9.4
17045,8523,P1,8.6
17046,8523,P2,5.5
17047,8524,P1,5.4
17048,8524,P2,8.4
17049,8525,P1,3.3
17050,8525,P2,5.7
17051,8526,P1,4.4
17052,8526,P2,3.5
17053,8527,P1,5.5
17054,8527,P2,4.0
17055,8528,P1,3.1
17056,8528,P2,9.2
17057,8529,P1,5.1
17058,8529,P2,4.8
17059,8530,P1,7.9
17060,8530,P2,8.9
17061,8531,P1,4.0
17062,8531,P2,3.7
17063,8532,P1,9.1
17064,8532,P2,9.2
17065,8533,P1,5.3
17066,8533,P2,8.0
17067,8534,P1,8.0
17068,8534,P2,6.0
17069,8535,P1,7.5
17070,8535,P2,3.5
17071,8536,P1,4.9
17072,8536,P2,6.2
17073,8537,P1,8.2
17074,8537,P2,8.6
17075,8538,P1,9.7
17076,8538,P2,7.4
17077,8539,P1,6.7
17078,8539,P2,6.9
17079,8540,P1,8.6
17080,8540,P2,5.0
17081,8541,P1,6.5
17082,8541,P2,3.2
17083,8542,P1,9.8
17084,8542,P2,3.0
17085,8543,P1,3.3
17086,8543,P2,7.9
17087,8544,P1,3.2
17088,8544,P2,8.4
17089,8545,P1,4.6
17090,8545,P2,3.4
17091,8546,P1,8.5
17092,8546,P2,3.2
17093,8547,P1,9.3
17094,8547,P2,8.6
17095,8548,P1,4.4
17096,8548,P2,9.1
17097,8549,P1,6.0
17098,8549,P2,6.7
17099,8550,P1,3.6
17100,8550,P2,8.4
17101,8551,P1,9.0
17102,8551,P2,9.7
17103,8552,P1,8.8
17104,8552,P2,9.8
17105,8553,P1,7.3
17106,8553,P2,6.1
17107,8554,P1,7.4
17108,8554,P2,6.5
17109,8555,P1,4.3
17110,8555,P2,4.6
17111,8556,P1,3.1
17112,8556,P2,7.7
17113,8557,P1,3.9
17114,8557,P2,8.3
17115,8558,P1,6.5
17116,8558,P2,9.6
17117,8559,P1,6.9
17118,8559,P2,9.7
17119,8560,P1,4.7
17120,8560,P2,5.3
17121,8561,P1,3.3
17122,8561,P2,7.0
17123,8562,P1,9.7
17124,8562,P2,7.9
17125,8563,P1,3.1
17126,8563,P2,5.0
17127,8564,P1,4.8
17128,8564,P2,4.3
17129,8565,P1,5.6
17130,8565,P2,3.6
17131,8566,P1,6.4
17132,8566,P2,3.6
17133,8567,P1,8.4
17134,8567,P2,8.7
17135,8568,P1,8.3
17136,8568,P2,5.0
17137,8569,P1,7.4
17138,8569,P2,8.8
17139,8570,P1,9.0
17140,8570,P2,4.8
17141,8571,P1,6.2
17142,8571,P2,4.7
17143,8572,P1,3.2
17144,8572,P2,5.1
17145,8573,P1,9.5
17146,8573,P2,6.9
17147,8574,P1,8.6
17148,8574,P2,9.5
17149,8575,P1,9.1
17150,8575,P2,3.9
17151,8576,P1,9.4
17152,8576,P2,4.5
17153,8577,P1,3.1
17154,8577,P2,5.1
17155,8578,P1,4.0
17156,8578,P2,8.4
17157,8579,P1,4.4
17158,8579,P2,9.9
17159,8580,P1,3.1
17160,8580,P2,4.6
17161,8581,P1,6.0
17162,8581,P2,5.6
17163,8582,P1,9.4
17164,8582,P2,9.5
17165,8583,P1,9.8
17166,8583,P2,8.7
17167,8584,P1,7.6
17168,8584,P2,7.7
17169,8585,P1,6.1
17170,8585,P2,6.3
17171,8586,P1,7.2
17172,8586,P2,7.0
17173,8587,P1,6.0
17174,8587,P2,4.5
17175,8588,P1,9.1
17176,8588,P2,4.5
17177,8589,P1,7.4
17178,8589,P2,9.4
17179,8590,P1,3.3
17180,8590,P2,8.3
17181,8591,P1,3.3
17182,8591,P2,9.6
17183,8592,P1,7.3
17184,8592,P2,8.1
17185,8593,P1,9.4
17186,8593,P2,8.6
17187,8594,P1,9.8
17188,8594,P2,5.8
17189,8595,P1,8.0
17190,8595,P2,6.5
17191,8596,P1,4.2
17192,8596,P2,7.0
17193,8597,P1,9.2
17194,8597,P2,9.0
17195,8598,P1,4.1
17196,8598,P2,5.3
17197,8599,P1,8.4
17198,8599,P2,6.1
17199,8600,P1,6.6
17200,8600,P2,6.2
17201,8601,P1,6.4
17202,8601,P2,8.6
17203,8602,P1,5.9
17204,8602,P2,6.9
17205,8603,P1,9.6
17206,8603,P2,5.3
17207,8604,P1,7.2
17208,8604,P2,4.7
17209,8605,P1,7.5
17210,8605,P2,5.0
17211,8606,P1,9.1
17212,8606,P2,8.3
17213,8607,P1,6.2
17214,8607,P2,3.0
17215,8608,P1,5.5
17216,8608,P2,9.3
17217,8609,P1,10.0
17218,8609,P2,3.3
17219,8610,P1,9.3
17220,8610,P2,8.1
17221,8611,P1,4.0
17222,8611,P2,4.5
17223,8612,P1,8.4
17224,8612,P2,8.6
17225,8613,P1,6.0
17226,8613,P2,4.9
17227,8614,P1,9.9
17228,8614,P2,3.6
17229,8615,P1,8.8
17230,8615,P2,5.9
17231,8616,P1,8.4
17232,8616,P2,7.5
17233,8617,P1,3.8
17234,8617,P2,9.3
17235,8618,P1,9.9
17236,8618,P2,3.4
17237,8619,P1,9.5
17238,8619,P2,8.6
17239,8620,P1,8.7
17240,8620,P2,6.8
17241,8621,P1,9.9
17242,8621,P2,9.1
17243,8622,P1,8.3
17244,8622,P2,6.7
17245,8623,P1,9.2
17246,8623,P2,9.1
17247,8624,P1,7.0
17248,8624,P2,6.5
17249,8625,P1,7.8
17250,8625,P2,4.3
17251,8626,P1,9.3
17252,8626,P2,4.0
17253,8627,P1,5.8
17254,8627,P2,9.3
17255,8628,P1,8.8
17256,8628,P2,4.7
17257,8629,P1,4.1
17258,8629,P2,7.9
17259,8630,P1,4.5
17260,8630,P2,4.7
17261,8631,P1,7.7
17262,8631,P2,4.9
17263,8632,P1,6.7
17264,8632,P2,4.4
17265,8633,P1,5.8
17266,8633,P2,8.5
17267,8634,P1,7.1
17268,8634,P2,9.5
17269,8635,P1,6.5
17270,8635,P2,3.9
17271,8636,P1,8.9
17272,8636,P2,8.2
17273,8637,P1,3.2
17274,8637,P2,6.6
17275,8638,P1,7.9
17276,8638,P2,9.5
17277,8639,P1,5.9
17278,8639,P2,8.4
17279,8640,P1,9.3
17280,8640,P2,7.6
17281,8641,P1,8.2
17282,8641,P2,4.0
17283,8642,P1,3.3
17284,8642,P2,5.8
17285,8643,P1,5.4
17286,8643,P2,9.8
17287,8644,P1,7.0
17288,8644,P2,4.7
17289,8645,P1,9.4
17290,8645,P2,4.4
17291,8646,P1,7.1
17292,8646,P2,5.4
17293,8647,P1,8.8
17294,8647,P2,7.0
17295,8648,P1,8.2
17296,8648,P2,4.7
17297,8649,P1,4.1
17298,8649,P2,7.3
17299,8650,P1,7.6
17300,8650,P2,4.4
17301,8651,P1,7.4
17302,8651,P2,9.9
17303,8652,P1,5.2
17304,8652,P2,9.4
17305,8653,P1,9.3
17306,8653,P2,8.1
17307,8654,P1,6.5
17308,8654,P2,7.6
17309,8655,P1,8.7
17310,8655,P2,7.4
17311,8656,P1,7.4
17312,8656,P2,7.9
17313,8657,P1,5.7
17314,8657,P2,7.4
17315,8658,P1,4.3
17316,8658,P2,4.7
17317,8659,P1,5.4
17318,8659,P2,6.4
17319,8660,P1,7.9
17320,8660,P2,4.1
17321,8661,P1,9.5
17322,8661,P2,3.8
17323,8662,P1,9.8
17324,8662,P2,6.1
17325,8663,P1,7.9
17326,8663,P2,3.9
17327,8664,P1,5.8
17328,8664,P2,7.3
17329,8665,P1,7.2
17330,8665,P2,3.6
17331,8666,P1,9.5
17332,8666,P2,7.6
17333,8667,P1,3.9
17334,8667,P2,3.7
17335,8668,P1,4.6
17336,8668,P2,9.9
17337,8669,P1,9.3
17338,8669,P2,5.0
17339,8670,P1,7.6
17340,8670,P2,3.8
17341,8671,P1,3.7
17342,8671,P2,3.2
17343,8672,P1,6.8
17344,8672,P2,8.3
17345,8673,P1,4.7
17346,8673,P2,3.1
17347,8674,P1,6.7
17348,8674,P2,9.8
17349,8675,P1,6.4
17350,8675,P2,8.0
17351,8676,P1,7.1
17352,8676,P2,3.9
17353,8677,P1,7.4
17354,8677,P2,6.5
17355,8678,P1,6.5
17356,8678,P2,3.0
17357,8679,P1,3.2
17358,8679,P2,9.8
17359,8680,P1,6.2
17360,8680,P2,5.6
17361,8681,P1,9.5
17362,8681,P2,4.4
17363,8682,P1,6.2
17364,8682,P2,6.7
17365,8683,P1,9.2
17366,8683,P2,3.4
17367,8684,P1,8.8
17368,8684,P2,10.0
17369,8685,P1,4.7
17370,8685,P2,5.4
17371,8686,P1,7.1
17372,8686,P2,7.1
17373,8687,P1,4.9
17374,8687,P2,6.9
17375,8688,P1,4.7
17376,8688,P2,8.4
17377,8689,P1,9.2
17378,8689,P2,4.0
17379,8690,P1,5.7
17380,8690,P2,9.2
17381,8691,P1,7.2
17382,8691,P2,9.2
17383,8692,P1,3.3
17384,8692,P2,4.8
17385,8693,P1,4.8
17386,8693,P2,6.8
17387,8694,P1,5.2
17388,8694,P2,9.8
17389,8695,P1,4.7
17390,8695,P2,6.4
17391,8696,P1,6.8
17392,8696,P2,9.4
17393,8697,P1,3.9
17394,8697,P2,8.9
17395,8698,P1,7.8
17396,8698,P2,7.7
17397,8699,P1,3.8
17398,8699,P2,3.2
17399,8700,P1,3.9
17400,8700,P2,8.8
17401,8701,P1,4.0
17402,8701,P2,9.8
17403,8702,P1,3.3
17404,8702,P2,5.1
17405,8703,P1,7.0
17406,8703,P2,7.5
17407,8704,P1,9.7
17408,8704,P2,9.3
17409,8705,P1,5.4
17410,8705,P2,9.0
17411,8706,P1,9.2
17412,8706,P2,7.4
17413,8707,P1,9.1
17414,8707,P2,5.9
17415,8708,P1,6.7
17416,8708,P2,7.2
17417,8709,P1,9.1
17418,8709,P2,5.5
17419,8710,P1,9.6
17420,8710,P2,4.8
17421,8711,P1,9.5
17422,8711,P2,3.7
17423,8712,P1,5.6
17424,8712,P2,3.8
17425,8713,P1,6.9
17426,8713,P2,5.3
17427,8714,P1,7.4
17428,8714,P2,5.5
17429,8715,P1,4.9
17430,8715,P2,6.4
17431,8716,P1,4.4
17432,8716,P2,6.3
17433,8717,P1,7.3
17434,8717,P2,9.2
17435,8718,P1,10.0
17436,8718,P2,4.8
17437,8719,P1,5.1
17438,8719,P2,9.6
17439,8720,P1,8.0
17440,8720,P2,6.2
17441,8721,P1,7.7
17442,8721,P2,3.0
17443,8722,P1,8.9
17444,8722,P2,9.9
17445,8723,P1,7.7
17446,8723,P2,6.4
17447,8724,P1,8.4
17448,8724,P2,9.3
17449,8725,P1,7.3
17450,8725,P2,9.5
17451,8726,P1,5.4
17452,8726,P2,6.6
17453,8727,P1,3.4
17454,8727,P2,6.4
17455,8728,P1,6.4
17456,8728,P2,8.6
17457,8729,P1,9.7
17458,8729,P2,7.8
17459,8730,P1,5.0
17460,8730,P2,9.5
17461,8731,P1,7.0
17462,8731,P2,5.0
17463,8732,P1,3.2
17464,8732,P2,3.4
17465,8733,P1,8.5
17466,8733,P2,6.3
17467,8734,P1,7.9
17468,8734,P2,7.2
17469,8735,P1,5.8
17470,8735,P2,8.8
17471,8736,P1,5.7
17472,8736,P2,9.4
17473,8737,P1,9.7
17474,8737,P2,9.3
17475,8738,P1,5.5
17476,8738,P2,8.2
17477,8739,P1,8.9
17478,8739,P2,9.5
17479,8740,P1,6.9
17480,8740,P2,6.4
17481,8741,P1,6.6
17482,8741,P2,5.8
17483,8742,P1,3.5
17484,8742,P2,9.2
17485,8743,P1,5.1
17486,8743,P2,9.8
17487,8744,P1,7.0
17488,8744,P2,7.5
